Array Data File	Suggested_name	Steatogenic	Source Name	Characteristics[organism]	Characteristics[individual]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[organism part]	Characteristics[genotype]	Characteristics[cohort]	Description	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Comment [ArrayExpress FTP file]	Factor Value[cohort]	Term Source REF	Term Accession Number	Factor Value[compound]	Factor Value[dose]	Unit[dose unit]	Factor Value[time]	Unit[time unit]	Factor Value[organism part]
003017154014.CEL	TG_rat_viv_Imi_Ctl_3h_1	No	3017154014	Rattus norvegicus	365023	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365023LRA	RNA	P-MTAB-22990	0365023LRA:biotin	biotin	P-MTAB-22991	3017154014	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	9	hour	liver
003017154015.CEL	TG_rat_viv_Imi_Ctl_3h_2	No	3017154015	Rattus norvegicus	365024	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365024LRA	RNA	P-MTAB-22990	0365024LRA:biotin	biotin	P-MTAB-22991	3017154015	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	9	hour	liver
003017045012.CEL	TG_rat_viv_Tam_Ctl_9h_1	No	3017045012	Rattus norvegicus	296013	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296013LRA	RNA	P-MTAB-22990	0296013LRA:biotin	biotin	P-MTAB-22991	3017045012	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.60.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	6	hour	liver
003017045013.CEL	TG_rat_viv_Tam_Ctl_9h_2	No	3017045013	Rattus norvegicus	296014	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296014LRA	RNA	P-MTAB-22990	0296014LRA:biotin	biotin	P-MTAB-22991	3017045013	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.60.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	6	hour	liver
003017045014.CEL	TG_rat_viv_Tam_Ctl_9h_3	No	3017045014	Rattus norvegicus	296015	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296015LRB	RNA	P-MTAB-22990	0296015LRB:biotin	biotin	P-MTAB-22991	3017045014	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.60.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	6	hour	liver
003017045023.CEL	TG_rat_viv_Tam_Ctl_24h_1	No	3017045023	Rattus norvegicus	296022	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296022LRA	RNA	P-MTAB-22990	0296022LRA:biotin	biotin	P-MTAB-22991	3017045023	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.60.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	6	hour	liver
003017045024.CEL	TG_rat_viv_Tam_Ctl_24h_2	No	3017045024	Rattus norvegicus	296023	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296023LRA	RNA	P-MTAB-22990	0296023LRA:biotin	biotin	P-MTAB-22991	3017045024	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.61.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	6	hour	liver
003017045025.CEL	TG_rat_viv_Tam_Ctl_24h_3	No	3017045025	Rattus norvegicus	296024	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296024LRA	RNA	P-MTAB-22990	0296024LRA:biotin	biotin	P-MTAB-22991	3017045025	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.61.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	6	hour	liver
003017046003.CEL	TG_rat_viv_Tam_Ctl_24h_4	No	3017046003	Rattus norvegicus	296031	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296031LRA	RNA	P-MTAB-22990	0296031LRA:biotin	biotin	P-MTAB-22991	3017046003	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.61.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	9	hour	liver
003017046004.CEL	TG_rat_viv_Tam_Ctl_24h_5	No	3017046004	Rattus norvegicus	296032	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296032LRA	RNA	P-MTAB-22990	0296032LRA:biotin	biotin	P-MTAB-22991	3017046004	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.61.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	9	hour	liver
003017046005.CEL	TG_rat_viv_Tam_Ctl_9h_4	No	3017046005	Rattus norvegicus	296033	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296033LRA	RNA	P-MTAB-22990	0296033LRA:biotin	biotin	P-MTAB-22991	3017046005	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.61.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	9	hour	liver
003017046015.CEL	TG_rat_viv_Tam_Ctl_24h_6	No	3017046015	Rattus norvegicus	296041	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296041LRA	RNA	P-MTAB-22990	0296041LRA:biotin	biotin	P-MTAB-22991	3017046015	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.61.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	9	hour	liver
003017046016.CEL	TG_rat_viv_Tam_Ctl_3h_1	No	3017046016	Rattus norvegicus	296042	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296042LRA	RNA	P-MTAB-22990	0296042LRA:biotin	biotin	P-MTAB-22991	3017046016	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.61.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	9	hour	liver
003017046017.CEL	TG_rat_viv_Tam_Ctl_3h_2	No	3017046017	Rattus norvegicus	296043	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296043LRA	RNA	P-MTAB-22990	0296043LRA:biotin	biotin	P-MTAB-22991	3017046017	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.61.zip	tamoxifen	ChEMBL	CHEMBL83	none	  	  	9	hour	liver
003017045015.CEL	TG_rat_viv_Tam_6mg_3h_1	Yes	3017045015	Rattus norvegicus	296051	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296051LRA	RNA	P-MTAB-22990	0296051LRA:biotin	biotin	P-MTAB-22991	3017045015	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017045016.CEL	TG_rat_viv_Tam_6mg_3h_2	Yes	3017045016	Rattus norvegicus	296052	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296052LRB	RNA	P-MTAB-22990	0296052LRB:biotin	biotin	P-MTAB-22991	3017045016	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017045026.CEL	TG_rat_viv_Tam_6mg_3h_3	Yes	3017045026	Rattus norvegicus	296063	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296063LRA	RNA	P-MTAB-22990	0296063LRA:biotin	biotin	P-MTAB-22991	3017045026	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017045027.CEL	TG_rat_viv_Tam_6mg_3h_4	Yes	3017045027	Rattus norvegicus	296065	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296065LRB	RNA	P-MTAB-22990	0296065LRB:biotin	biotin	P-MTAB-22991	3017045027	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017046006.CEL	TG_rat_viv_Tam_6mg_3h_5	Yes	3017046006	Rattus norvegicus	296073	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296073LRA	RNA	P-MTAB-22990	0296073LRA:biotin	biotin	P-MTAB-22991	3017046006	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017046007.CEL	TG_rat_viv_Tam_6mg_3h_6	Yes	3017046007	Rattus norvegicus	296074	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296074LRA	RNA	P-MTAB-22990	0296074LRA:biotin	biotin	P-MTAB-22991	3017046007	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017046008.CEL	TG_rat_viv_Tam_6mg_3h_7	Yes	3017046008	Rattus norvegicus	296075	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296075LRA	RNA	P-MTAB-22990	0296075LRA:biotin	biotin	P-MTAB-22991	3017046008	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017046018.CEL	TG_rat_viv_Tam_6mg_3h_8	Yes	3017046018	Rattus norvegicus	296082	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296082LRA	RNA	P-MTAB-22990	0296082LRA:biotin	biotin	P-MTAB-22991	3017046018	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017046019.CEL	TG_rat_viv_Tam_6mg_3h_9	Yes	3017046019	Rattus norvegicus	296083	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296083LRA	RNA	P-MTAB-22990	0296083LRA:biotin	biotin	P-MTAB-22991	3017046019	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017046020.CEL	TG_rat_viv_Tam_6mg_3h_10	Yes	3017046020	Rattus norvegicus	296084	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296084LRA	RNA	P-MTAB-22990	0296084LRA:biotin	biotin	P-MTAB-22991	3017046020	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	3	hour	liver
003017121030.CEL	TG_rat_viv_Tam_6mg_24h_1	Yes	3017121030	Rattus norvegicus	296053	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296053LRA	RNA	P-MTAB-22990	0296053LRA:biotin	biotin	P-MTAB-22991	3017121030	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	24	hour	liver
003017122001.CEL	TG_rat_viv_Tam_6mg_24h_2	Yes	3017122001	Rattus norvegicus	296064	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296064LRB	RNA	P-MTAB-22990	0296064LRB:biotin	biotin	P-MTAB-22991	3017122001	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	6	milligram per kilogram	24	hour	liver
003017045017.CEL	TG_rat_viv_Tam_20mg_3h_1	Yes	3017045017	Rattus norvegicus	296091	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296091LRA	RNA	P-MTAB-22990	0296091LRA:biotin	biotin	P-MTAB-22991	3017045017	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	3	hour	liver
003017045018.CEL	TG_rat_viv_Tam_20mg_3h_2	Yes	3017045018	Rattus norvegicus	296092	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296092LRA	RNA	P-MTAB-22990	0296092LRA:biotin	biotin	P-MTAB-22991	3017045018	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	3	hour	liver
003017045019.CEL	TG_rat_viv_Tam_20mg_3h_3	Yes	3017045019	Rattus norvegicus	296095	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296095LRA	RNA	P-MTAB-22990	0296095LRA:biotin	biotin	P-MTAB-22991	3017045019	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	3	hour	liver
003017045028.CEL	TG_rat_viv_Tam_20mg_3h_4	Yes	3017045028	Rattus norvegicus	296104	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296104LRA	RNA	P-MTAB-22990	0296104LRA:biotin	biotin	P-MTAB-22991	3017045028	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	3	hour	liver
003017045029.CEL	TG_rat_viv_Tam_20mg_3h_5	Yes	3017045029	Rattus norvegicus	296105	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296105LRA	RNA	P-MTAB-22990	0296105LRA:biotin	biotin	P-MTAB-22991	3017045029	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	3	hour	liver
003017046009.CEL	TG_rat_viv_Tam_20mg_3h_6	Yes	3017046009	Rattus norvegicus	296113	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296113LRA	RNA	P-MTAB-22990	0296113LRA:biotin	biotin	P-MTAB-22991	3017046009	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	3	hour	liver
003017046010.CEL	TG_rat_viv_Tam_20mg_3h_7	Yes	3017046010	Rattus norvegicus	296114	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296114LRA	RNA	P-MTAB-22990	0296114LRA:biotin	biotin	P-MTAB-22991	3017046010	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	3	hour	liver
003017046021.CEL	TG_rat_viv_Tam_20mg_3h_8	Yes	3017046021	Rattus norvegicus	296122	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296122LRA	RNA	P-MTAB-22990	0296122LRA:biotin	biotin	P-MTAB-22991	3017046021	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	3	hour	liver
003017046022.CEL	TG_rat_viv_Tam_20mg_6h_1	Yes	3017046022	Rattus norvegicus	296123	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296123LRA	RNA	P-MTAB-22990	0296123LRA:biotin	biotin	P-MTAB-22991	3017046022	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	6	hour	liver
003017046023.CEL	TG_rat_viv_Tam_20mg_6h_2	Yes	3017046023	Rattus norvegicus	296125	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296125LRA	RNA	P-MTAB-22990	0296125LRA:biotin	biotin	P-MTAB-22991	3017046023	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	6	hour	liver
003017085004.CEL	TG_rat_viv_Tam_20mg_6h_3	Yes	3017085004	Rattus norvegicus	296115	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296115LRB	RNA	P-MTAB-22990	0296115LRB:biotin	biotin	P-MTAB-22991	3017085004	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	6	hour	liver
003017122002.CEL	TG_rat_viv_Tam_20mg_9h_1	Yes	3017122002	Rattus norvegicus	296103	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296103LRB	RNA	P-MTAB-22990	0296103LRB:biotin	biotin	P-MTAB-22991	3017122002	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	20	milligram per kilogram	9	hour	liver
003017046014.CEL	TG_rat_viv_Tam_60mg_3h_1	Yes	3017046014	Rattus norvegicus	296154	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296154LRA	RNA	P-MTAB-22990	0296154LRA:biotin	biotin	P-MTAB-22991	3017046014	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	60	milligram per kilogram	3	hour	liver
003017046024.CEL	TG_rat_viv_Tam_60mg_3h_2	Yes	3017046024	Rattus norvegicus	296161	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296161LRA	RNA	P-MTAB-22990	0296161LRA:biotin	biotin	P-MTAB-22991	3017046024	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	60	milligram per kilogram	3	hour	liver
003017046025.CEL	TG_rat_viv_Tam_60mg_3h_3	Yes	3017046025	Rattus norvegicus	296162	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296162LRA	RNA	P-MTAB-22990	0296162LRA:biotin	biotin	P-MTAB-22991	3017046025	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.96.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	60	milligram per kilogram	3	hour	liver
003017046026.CEL	TG_rat_viv_Tam_60mg_3h_4	Yes	3017046026	Rattus norvegicus	296165	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	tamoxifen	tamoxifen administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0296165LRA	RNA	P-MTAB-22990	0296165LRA:biotin	biotin	P-MTAB-22991	3017046026	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.97.zip	tamoxifen	ChEMBL	CHEMBL83	tamoxifen	60	milligram per kilogram	3	hour	liver
