Array Data File	Suggested_name	Steatogenic	Source Name	Characteristics[organism]	Characteristics[individual]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[organism part]	Characteristics[genotype]	Characteristics[cohort]	Description	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Comment [ArrayExpress FTP file]	Factor Value[cohort]	Term Source REF	Term Accession Number	Factor Value[compound]	Factor Value[dose]	Unit[dose unit]	Factor Value[time]	Unit[time unit]	Factor Value[organism part]
003017662026.CEL	TG_rat_viv_Ctc_Ctl_24h_9	No	3017662026	Rattus norvegicus	66045	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	carbon tetrachloride	carbon tetrachloride administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0066045LRB	RNA	P-MTAB-22990	0066045LRB:biotin	biotin	P-MTAB-22991	3017662026	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.79.zip	carbon tetrachloride	ChEMBL	CHEMBL44814	none	  	  	24	hour	liver
003017349014.CEL	TG_rat_viv_Col_1500ug_24h_1	No	3017349014	Rattus norvegicus	501051	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501051LRA	RNA	P-MTAB-22990	0501051LRA:biotin	biotin	P-MTAB-22991	3017349014	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	1.5	milligram per kilogram	24	hour	liver
003017349015.CEL	TG_rat_viv_Col_1500ug_24h_2	No	3017349015	Rattus norvegicus	501053	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501053LRA	RNA	P-MTAB-22990	0501053LRA:biotin	biotin	P-MTAB-22991	3017349015	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	1.5	milligram per kilogram	24	hour	liver
003017349016.CEL	TG_rat_viv_Col_1500ug_24h_3	No	3017349016	Rattus norvegicus	501055	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501055LRA	RNA	P-MTAB-22990	0501055LRA:biotin	biotin	P-MTAB-22991	3017349016	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	1.5	milligram per kilogram	24	hour	liver
003017349026.CEL	TG_rat_viv_Col_1500ug_24h_4	No	3017349026	Rattus norvegicus	501061	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501061LRA	RNA	P-MTAB-22990	0501061LRA:biotin	biotin	P-MTAB-22991	3017349026	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	1.5	milligram per kilogram	24	hour	liver
003017349027.CEL	TG_rat_viv_Col_1500ug_24h_5	No	3017349027	Rattus norvegicus	501064	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501064LRA	RNA	P-MTAB-22990	0501064LRA:biotin	biotin	P-MTAB-22991	3017349027	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	1.5	milligram per kilogram	24	hour	liver
003017349028.CEL	TG_rat_viv_Col_1500ug_24h_6	No	3017349028	Rattus norvegicus	501065	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501065LRA	RNA	P-MTAB-22990	0501065LRA:biotin	biotin	P-MTAB-22991	3017349028	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	1.5	milligram per kilogram	24	hour	liver
003017349017.CEL	TG_rat_viv_Col_5mg_24h_1	No	3017349017	Rattus norvegicus	501091	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501091LRA	RNA	P-MTAB-22990	0501091LRA:biotin	biotin	P-MTAB-22991	3017349017	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017349018.CEL	TG_rat_viv_Col_5mg_24h_2	No	3017349018	Rattus norvegicus	501094	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501094LRA	RNA	P-MTAB-22990	0501094LRA:biotin	biotin	P-MTAB-22991	3017349018	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017349029.CEL	TG_rat_viv_Col_5mg_24h_3	No	3017349029	Rattus norvegicus	501102	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501102LRA	RNA	P-MTAB-22990	0501102LRA:biotin	biotin	P-MTAB-22991	3017349029	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017349030.CEL	TG_rat_viv_Col_5mg_24h_4	No	3017349030	Rattus norvegicus	501104	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501104LRA	RNA	P-MTAB-22990	0501104LRA:biotin	biotin	P-MTAB-22991	3017349030	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017358011.CEL	TG_rat_viv_Col_5mg_24h_5	No	3017358011	Rattus norvegicus	501113	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501113LRA	RNA	P-MTAB-22990	0501113LRA:biotin	biotin	P-MTAB-22991	3017358011	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017358012.CEL	TG_rat_viv_Col_5mg_24h_6	No	3017358012	Rattus norvegicus	501114	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501114LRA	RNA	P-MTAB-22990	0501114LRA:biotin	biotin	P-MTAB-22991	3017358012	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017358013.CEL	TG_rat_viv_Col_5mg_24h_7	No	3017358013	Rattus norvegicus	501115	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501115LRA	RNA	P-MTAB-22990	0501115LRA:biotin	biotin	P-MTAB-22991	3017358013	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017358023.CEL	TG_rat_viv_Col_5mg_24h_8	No	3017358023	Rattus norvegicus	501121	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501121LRA	RNA	P-MTAB-22990	0501121LRA:biotin	biotin	P-MTAB-22991	3017358023	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017358024.CEL	TG_rat_viv_Col_5mg_24h_9	No	3017358024	Rattus norvegicus	501124	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501124LRA	RNA	P-MTAB-22990	0501124LRA:biotin	biotin	P-MTAB-22991	3017358024	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017358025.CEL	TG_rat_viv_Col_5mg_24h_10	No	3017358025	Rattus norvegicus	501125	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501125LRA	RNA	P-MTAB-22990	0501125LRA:biotin	biotin	P-MTAB-22991	3017358025	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017410015.CEL	TG_rat_viv_Col_5mg_24h_11	No	3017410015	Rattus norvegicus	501095	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501095LRB	RNA	P-MTAB-22990	0501095LRB:biotin	biotin	P-MTAB-22991	3017410015	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	24	hour	liver
003017410016.CEL	TG_rat_viv_Col_5mg_9h_1	No	3017410016	Rattus norvegicus	501105	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501105LRB	RNA	P-MTAB-22990	0501105LRB:biotin	biotin	P-MTAB-22991	3017410016	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	5	milligram per kilogram	9	hour	liver
003017349020.CEL	TG_rat_viv_Col_15mg_24h_1	No	3017349020	Rattus norvegicus	501132	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501132LRA	RNA	P-MTAB-22990	0501132LRA:biotin	biotin	P-MTAB-22991	3017349020	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	24	hour	liver
003017349021.CEL	TG_rat_viv_Col_15mg_24h_2	No	3017349021	Rattus norvegicus	501134	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501134LRA	RNA	P-MTAB-22990	0501134LRA:biotin	biotin	P-MTAB-22991	3017349021	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	24	hour	liver
003017349022.CEL	TG_rat_viv_Col_15mg_6h_1	No	3017349022	Rattus norvegicus	501135	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501135LRA	RNA	P-MTAB-22990	0501135LRA:biotin	biotin	P-MTAB-22991	3017349022	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	6	hour	liver
003017350002.CEL	TG_rat_viv_Col_15mg_24h_3	No	3017350002	Rattus norvegicus	501141	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501141LRA	RNA	P-MTAB-22990	0501141LRA:biotin	biotin	P-MTAB-22991	3017350002	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	24	hour	liver
003017350003.CEL	TG_rat_viv_Col_15mg_24h_4	No	3017350003	Rattus norvegicus	501142	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501142LRA	RNA	P-MTAB-22990	0501142LRA:biotin	biotin	P-MTAB-22991	3017350003	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	24	hour	liver
003017350004.CEL	TG_rat_viv_Col_15mg_24h_5	No	3017350004	Rattus norvegicus	501143	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501143LRA	RNA	P-MTAB-22990	0501143LRA:biotin	biotin	P-MTAB-22991	3017350004	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	24	hour	liver
003017358014.CEL	TG_rat_viv_Col_15mg_9h_1	No	3017358014	Rattus norvegicus	501151	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501151LRA	RNA	P-MTAB-22990	0501151LRA:biotin	biotin	P-MTAB-22991	3017358014	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	9	hour	liver
003017358015.CEL	TG_rat_viv_Col_15mg_9h_2	No	3017358015	Rattus norvegicus	501154	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501154LRA	RNA	P-MTAB-22990	0501154LRA:biotin	biotin	P-MTAB-22991	3017358015	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	9	hour	liver
003017358016.CEL	TG_rat_viv_Col_15mg_9h_3	No	3017358016	Rattus norvegicus	501155	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501155LRA	RNA	P-MTAB-22990	0501155LRA:biotin	biotin	P-MTAB-22991	3017358016	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	9	hour	liver
003017358026.CEL	TG_rat_viv_Col_15mg_9h_4	No	3017358026	Rattus norvegicus	501162	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501162LRA	RNA	P-MTAB-22990	0501162LRA:biotin	biotin	P-MTAB-22991	3017358026	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	9	hour	liver
003017358027.CEL	TG_rat_viv_Col_15mg_9h_5	No	3017358027	Rattus norvegicus	501163	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501163LRA	RNA	P-MTAB-22990	0501163LRA:biotin	biotin	P-MTAB-22991	3017358027	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	9	hour	liver
003017358028.CEL	TG_rat_viv_Col_15mg_9h_6	No	3017358028	Rattus norvegicus	501164	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501164LRA	RNA	P-MTAB-22990	0501164LRA:biotin	biotin	P-MTAB-22991	3017358028	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	colchicine	ChEMBL	CHEMBL107	colchicine	15	milligram per kilogram	9	hour	liver
003017349011.CEL	TG_rat_viv_Col_Ctl_9h_1	No	3017349011	Rattus norvegicus	501011	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501011LRA	RNA	P-MTAB-22990	0501011LRA:biotin	biotin	P-MTAB-22991	3017349011	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.67.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	9	hour	liver
003017349012.CEL	TG_rat_viv_Col_Ctl_9h_2	No	3017349012	Rattus norvegicus	501012	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501012LRA	RNA	P-MTAB-22990	0501012LRA:biotin	biotin	P-MTAB-22991	3017349012	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.67.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	9	hour	liver
003017349013.CEL	TG_rat_viv_Col_Ctl_9h_3	No	3017349013	Rattus norvegicus	501015	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501015LRA	RNA	P-MTAB-22990	0501015LRA:biotin	biotin	P-MTAB-22991	3017349013	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.67.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	9	hour	liver
003017349023.CEL	TG_rat_viv_Col_Ctl_24h_1	No	3017349023	Rattus norvegicus	501021	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501021LRA	RNA	P-MTAB-22990	0501021LRA:biotin	biotin	P-MTAB-22991	3017349023	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.67.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	24	hour	liver
003017349024.CEL	TG_rat_viv_Col_Ctl_24h_2	No	3017349024	Rattus norvegicus	501022	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501022LRA	RNA	P-MTAB-22990	0501022LRA:biotin	biotin	P-MTAB-22991	3017349024	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.67.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	24	hour	liver
003017349025.CEL	TG_rat_viv_Col_Ctl_24h_3	No	3017349025	Rattus norvegicus	501023	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501023LRA	RNA	P-MTAB-22990	0501023LRA:biotin	biotin	P-MTAB-22991	3017349025	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.67.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	24	hour	liver
003017358005.CEL	TG_rat_viv_Col_Ctl_24h_4	No	3017358005	Rattus norvegicus	501031	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501031LRA	RNA	P-MTAB-22990	0501031LRA:biotin	biotin	P-MTAB-22991	3017358005	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.68.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	24	hour	liver
003017358006.CEL	TG_rat_viv_Col_Ctl_24h_5	No	3017358006	Rattus norvegicus	501033	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501033LRA	RNA	P-MTAB-22990	0501033LRA:biotin	biotin	P-MTAB-22991	3017358006	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.68.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	24	hour	liver
003017358007.CEL	TG_rat_viv_Col_Ctl_9h_4	No	3017358007	Rattus norvegicus	501035	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501035LRA	RNA	P-MTAB-22990	0501035LRA:biotin	biotin	P-MTAB-22991	3017358007	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.68.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	9	hour	liver
003017358017.CEL	TG_rat_viv_Col_Ctl_24h_6	No	3017358017	Rattus norvegicus	501041	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501041LRA	RNA	P-MTAB-22990	0501041LRA:biotin	biotin	P-MTAB-22991	3017358017	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.68.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	24	hour	liver
003017358018.CEL	TG_rat_viv_Col_Ctl_3h_1	No	3017358018	Rattus norvegicus	501042	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501042LRA	RNA	P-MTAB-22990	0501042LRA:biotin	biotin	P-MTAB-22991	3017358018	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.68.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	3	hour	liver
003017358019.CEL	TG_rat_viv_Col_Ctl_3h_2	No	3017358019	Rattus norvegicus	501045	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	colchicine	colchicine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0501045LRA	RNA	P-MTAB-22990	0501045LRA:biotin	biotin	P-MTAB-22991	3017358019	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.68.zip	colchicine	ChEMBL	CHEMBL107	none	  	  	3	hour	liver
